episodenbr,episode_name,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,story_name,doctor_id,doctor_name,cast_count
195,The Web of Fear: Episode 4,Sat,24-Feb-68,5:24pm,00:24:50,8.40m,,53,52,The Web of Fear,2,Patrick Troughton,15
196,The Web of Fear: Episode 5,Sat,02-Mar-68,5:24pm,00:24:19,8.00m,,55,48,The Web of Fear,2,Patrick Troughton,10
197,The Web of Fear: Episode 6,Sat,09-Mar-68,5:24pm,00:24:41,8.30m,,55,36,The Web of Fear,2,Patrick Troughton,13
198,Fury From the Deep: Episode 1,Sat,16-Mar-68,5:14pm,00:24:54,8.20m,,55,46,Fury From The Deep,2,Patrick Troughton,19
199,Fury From the Deep: Episode 2,Sat,23-Mar-68,5:15pm,00:23:08,7.90m,,55,40,Fury From The Deep,2,Patrick Troughton,17
200,Fury From the Deep: Episode 3,Sat,30-Mar-68,5:16pm,00:20:29,7.70m,,56,47,Fury From The Deep,2,Patrick Troughton,17
201,Fury From the Deep: Episode 4,Sat,06-Apr-68,5:15pm,00:24:17,6.60m,,56,62,Fury From The Deep,2,Patrick Troughton,20
202,Fury From the Deep: Episode 5,Sat,13-Apr-68,5:15pm,00:23:40,5.90m,,56,73,Fury From The Deep,2,Patrick Troughton,17
203,Fury From the Deep: Episode 6,Sat,20-Apr-68,5:15pm,00:24:24,6.90m,,57,42,Fury From The Deep,2,Patrick Troughton,22
204,The Wheel In Space: Episode 1,Sat,27-Apr-68,5:15pm,00:23:47,7.20m,,57,40,The Wheel In Space,2,Patrick Troughton,17
205,The Wheel In Space: Episode 2,Sat,04-May-68,5:16pm,00:22:50,6.90m,,60,59,The Wheel In Space,2,Patrick Troughton,22
206,The Wheel In Space: Episode 3,Sat,11-May-68,5:15pm,00:24:25,7.50m,,55,40,The Wheel In Space,2,Patrick Troughton,24
207,The Wheel In Space: Episode 4,Sat,18-May-68,6:00pm,00:24:14,8.60m,,56,28,The Wheel In Space,2,Patrick Troughton,23
208,The Wheel In Space: Episode 5,Sat,25-May-68,5:16pm,00:21:55,6.80m,,57,44,The Wheel In Space,2,Patrick Troughton,22
209,The Wheel In Space: Episode 6,Sat,01-Jun-68,6:06pm,00:23:10,6.50m,,62,51,The Wheel In Space,2,Patrick Troughton,21
210,The Dominators: Episode 1,Sat,10-Aug-68,5:15pm,00:24:25,6.10m,,52,54,The Dominators,2,Patrick Troughton,18
211,The Dominators: Episode 2,Sat,17-Aug-68,5:14pm,00:24:07,5.90m,,55,61,The Dominators,2,Patrick Troughton,23
212,The Dominators: Episode 3,Sat,24-Aug-68,5:15pm,00:24:06,5.40m,,55,65,The Dominators,2,Patrick Troughton,21
213,The Dominators: Episode 4,Sat,31-Aug-68,5:14pm,00:23:54,7.50m,,51,33,The Dominators,2,Patrick Troughton,20
214,The Dominators: Episode 5,Sat,07-Sep-68,5:14pm,00:24:19,5.90m,,53,64,The Dominators,2,Patrick Troughton,14
215,The Mind Robber: Episode 1,Sat,14-Sep-68,5:17pm,00:22:20,6.60m,,51,55,The Mind Robber,2,Patrick Troughton,8
216,The Mind Robber: Episode 2,Sat,21-Sep-68,5:18pm,00:21:39,6.50m,,49,54,The Mind Robber,2,Patrick Troughton,17
217,The Mind Robber: Episode 3,Sat,28-Sep-68,5:19pm,00:19:29,7.20m,,53,45,The Mind Robber,2,Patrick Troughton,12
218,The Mind Robber: Episode 4,Sat,05-Oct-68,5:19pm,00:19:14,7.30m,,56,44,The Mind Robber,2,Patrick Troughton,11
219,The Mind Robber: Episode 5,Sat,12-Oct-68,5:20pm,00:18:00,6.70m,,49,84,The Mind Robber,2,Patrick Troughton,24
220,The Invasion: Episode One,Sat,02-Nov-68,5:15pm,00:24:32,7.30m,,55,55,The Invasion,2,Patrick Troughton,19
221,The Invasion: Episode Two,Sat,09-Nov-68,5:15pm,00:24:26,7.10m,,53,55,The Invasion,2,Patrick Troughton,25
222,The Invasion: Episode Three,Sat,16-Nov-68,5:15pm,00:23:44,7.10m,,54,66,The Invasion,2,Patrick Troughton,21
223,The Invasion: Episode Four,Sat,23-Nov-68,5:14pm,00:24:18,6.40m,,51,73,The Invasion,2,Patrick Troughton,20
224,The Invasion: Episode Five,Sat,30-Nov-68,5:15pm,00:23:25,6.70m,,52,67,The Invasion,2,Patrick Troughton,24
225,The Invasion: Episode Six,Sat,07-Dec-68,5:15pm,00:23:20,6.50m,,56,72,The Invasion,2,Patrick Troughton,25
226,The Invasion: Episode Seven,Sat,14-Dec-68,5:14pm,00:24:46,7.20m,,55,51,The Invasion,2,Patrick Troughton,30
227,The Invasion: Episode Eight,Sat,21-Dec-68,5:15pm,00:25:03,7.00m,,53,80,The Invasion,2,Patrick Troughton,24
228,The Krotons: Episode One,Sat,28-Dec-68,5:15pm,00:23:00,9.00m,,59,55,The Krotons,2,Patrick Troughton,28
229,The Krotons: Episode Two,Sat,04-Jan-69,5:15pm,00:23:03,8.40m,,57,54,The Krotons,2,Patrick Troughton,20
230,The Krotons: Episode Three,Sat,11-Jan-69,5:16pm,00:21:41,7.50m,,56,61,The Krotons,2,Patrick Troughton,23
231,The Krotons: Episode Four,Sat,18-Jan-69,5:16pm,00:22:39,7.10m,,55,68,The Krotons,2,Patrick Troughton,22
232,The Seeds of Death: Episode One,Sat,25-Jan-69,5:16pm,00:23:11,6.60m,,57,68,The Seeds of Death,2,Patrick Troughton,18
233,The Seeds of Death: Episode Two,Sat,01-Feb-69,5:15pm,00:24:26,6.80m,,59,72,The Seeds of Death,2,Patrick Troughton,18
234,The Seeds of Death: Episode Three,Sat,08-Feb-69,5:15pm,00:24:10,7.50m,,55,65,The Seeds of Death,2,Patrick Troughton,17
235,The Seeds of Death: Episode Four,Sat,15-Feb-69,5:15pm,00:24:57,7.10m,,55,74,The Seeds of Death,2,Patrick Troughton,23
236,The Seeds of Death: Episode Five,Sat,22-Feb-69,5:14pm,00:24:56,7.60m,,57,65,The Seeds of Death,2,Patrick Troughton,18
237,The Seeds of Death: Episode Six,Sat,01-Mar-69,5:14pm,00:44:31,7.70m,,59,59,The Seeds of Death,2,Patrick Troughton,20
238,The Space Pirates: Episode One,Sat,08-Mar-69,5:15pm,00:24:11,5.80m,,57,96,The Space Pirates,2,Patrick Troughton,20
239,The Space Pirates: Episode Two,Sat,15-Mar-69,5:14pm,00:25:02,6.80m,,52,74,The Space Pirates,2,Patrick Troughton,14
240,The Space Pirates: Episode Three,Sat,22-Mar-69,5:15pm,00:23:50,6.40m,,55,75,The Space Pirates,2,Patrick Troughton,15
241,The Space Pirates: Episode Four,Sat,29-Mar-69,5:17pm,00:22:25,5.80m,,53,83,The Space Pirates,2,Patrick Troughton,22
242,The Space Pirates: Episode Five,Sat,05-Apr-69,5:14pm,00:24:44,5.50m,,56,70,The Space Pirates,2,Patrick Troughton,19
243,The Space Pirates: Episode Six,Sat,12-Apr-69,5:14pm,00:24:26,5.30m,,52,98,The Space Pirates,2,Patrick Troughton,16
244,The War Games: Episode One,Sat,19-Apr-69,5:14pm,00:25:00,5.50m,,55,88,The War Games,2,Patrick Troughton,27
245,The War Games: Episode Two,Sat,26-Apr-69,5:14pm,00:25:00,6.30m,,54,68,The War Games,2,Patrick Troughton,29
246,The War Games: Episode Three,Sat,03-May-69,5:15pm,00:24:30,5.10m,,53,81,The War Games,2,Patrick Troughton,37
247,The War Games: Episode Four,Sat,10-May-69,5:15pm,00:23:30,5.70m,,50,63,The War Games,2,Patrick Troughton,36
248,The War Games: Episode Five,Sat,17-May-69,5:14pm,00:24:30,5.10m,,53,87,The War Games,2,Patrick Troughton,24
249,The War Games: Episode Six,Sat,24-May-69,5:15pm,00:22:53,4.20m,,53,91,The War Games,2,Patrick Troughton,18
250,The War Games: Episode Seven,Sat,31-May-69,5:16pm,00:22:28,4.90m,,53,83,The War Games,2,Patrick Troughton,38
251,The War Games: Episode Eight,Sat,07-Jun-69,5:14pm,00:24:37,3.50m,,53,96,The War Games,2,Patrick Troughton,28
252,The War Games: Episode Nine,Sat,14-Jun-69,5:14pm,00:24:34,4.10m,,57,91,The War Games,2,Patrick Troughton,19
253,The War Games: Episode Ten,Sat,21-Jun-69,5:14pm,00:24:23,5.00m,,58,66,The War Games,2,Patrick Troughton,21
254,Spearhead From Space: Episode 1,Sat,03-Jan-70,5:15pm,00:23:38,8.40m,,54,54,Spearhead from Space,3,Jon Pertwee,38
255,Spearhead From Space: Episode 2,Sat,10-Jan-70,5:15pm,00:24:21,8.10m,,,57,Spearhead from Space,3,Jon Pertwee,22
256,Spearhead From Space: Episode 3,Sat,17-Jan-70,5:15pm,00:24:16,8.30m,,,49,Spearhead from Space,3,Jon Pertwee,15
257,Spearhead From Space: Episode 4,Sat,24-Jan-70,5:14pm,00:24:47,8.10m,,57,51,Spearhead from Space,3,Jon Pertwee,65
258,Doctor Who And The Silurians: Episode 1,Sat,31-Jan-70,5:15pm,00:24:15,8.80m,,58,41,Doctor Who and The Silurians,3,Jon Pertwee,31
259,Doctor Who And The Silurians: Episode 2,Sat,07-Feb-70,5:16pm,00:23:08,7.30m,,58,68,Doctor Who and The Silurians,3,Jon Pertwee,29
260,Doctor Who And The Silurians: Episode 3,Sat,14-Feb-70,5:15pm,00:23:16,7.50m,,57,59,Doctor Who and The Silurians,3,Jon Pertwee,18
261,Doctor Who And The Silurians: Episode 4,Sat,21-Feb-70,5:15pm,00:25:00,8.20m,,60,46,Doctor Who and The Silurians,3,Jon Pertwee,32
262,Doctor Who And The Silurians: Episode 5,Sat,28-Feb-70,5:16pm,00:23:58,7.50m,,58,52,Doctor Who and The Silurians,3,Jon Pertwee,23
263,Doctor Who And The Silurians: Episode 6,Sat,07-Mar-70,5:15pm,00:24:15,7.20m,,57,63,Doctor Who and The Silurians,3,Jon Pertwee,69
264,Doctor Who And The Silurians: Episode 7,Sat,14-Mar-70,5:15pm,00:22:55,7.50m,,58,54,Doctor Who and The Silurians,3,Jon Pertwee,26
265,The Ambassadors of Death: Episode 1,Sat,21-Mar-70,5:16pm,00:24:33,7.10m,,60,60,The Ambassadors of Death,3,Jon Pertwee,39
266,The Ambassadors of Death: Episode 2,Sat,28-Mar-70,5:14pm,00:24:39,7.60m,,61,59,The Ambassadors of Death,3,Jon Pertwee,33
267,The Ambassadors of Death: Episode 3,Sat,04-Apr-70,5:21pm,00:24:38,8.00m,,59,60,The Ambassadors of Death,3,Jon Pertwee,27
268,The Ambassadors of Death: Episode 4,Sat,11-Apr-70,5:44pm,00:24:37,9.30m,,58,46,The Ambassadors of Death,3,Jon Pertwee,23
269,The Ambassadors of Death: Episode 5,Sat,18-Apr-70,5:14pm,00:24:17,7.10m,,,57,The Ambassadors of Death,3,Jon Pertwee,26
270,The Ambassadors of Death: Episode 6,Sat,25-Apr-70,5:16pm,00:24:31,6.90m,,61,70,The Ambassadors of Death,3,Jon Pertwee,18
271,The Ambassadors of Death: Episode 7,Sat,02-May-70,5:15pm,00:24:32,6.40m,,62,80,The Ambassadors of Death,3,Jon Pertwee,45
272,Inferno: Episode 1,Sat,09-May-70,5:15pm,00:23:21,5.70m,,61,72,Inferno,3,Jon Pertwee,31
273,Inferno: Episode 2,Sat,16-May-70,5:16pm,00:22:04,5.90m,,61,66,Inferno,3,Jon Pertwee,29
274,Inferno: Episode 3,Sat,23-May-70,5:15pm,00:24:34,4.80m,,60,85,Inferno,3,Jon Pertwee,40
275,Inferno: Episode 4,Sat,30-May-70,5:15pm,00:24:57,6.00m,,60,54,Inferno,3,Jon Pertwee,40
276,Inferno: Episode 5,Sat,06-Jun-70,5:15pm,00:23:42,5.40m,,,54,Inferno,3,Jon Pertwee,36
277,Inferno: Episode 6,Sat,13-Jun-70,5:26pm,00:23:32,6.70m,,58,73,Inferno,3,Jon Pertwee,21
278,Inferno: Episode 7,Sat,20-Jun-70,5:15pm,00:24:33,5.50m,,60,79,Inferno,3,Jon Pertwee,33
279,Terror of the Autons: Episode One,Sat,02-Jan-71,5:15pm,00:24:36,7.30m,,,78,Terror of the Autons,3,Jon Pertwee,16
280,Terror of the Autons: Episode Two,Sat,09-Jan-71,5:14pm,00:24:48,8.00m,,,71,Terror of the Autons,3,Jon Pertwee,24
281,Terror of the Autons: Episode Three,Sat,16-Jan-71,5:15pm,00:23:28,8.10m,,,58,Terror of the Autons,3,Jon Pertwee,33
282,Terror of the Autons: Episode Four,Sat,23-Jan-71,5:16pm,00:22:10,8.40m,,,59,Terror of the Autons,3,Jon Pertwee,20
283,The Mind of Evil: Episode One,Sat,30-Jan-71,5:15pm,00:24:39,6.10m,,,61,The Mind of Evil,3,Jon Pertwee,61
284,The Mind of Evil: Episode Two,Sat,06-Feb-71,5:14pm,00:24:31,8.80m,,,54,The Mind of Evil,3,Jon Pertwee,41
285,The Mind of Evil: Episode Three,Sat,13-Feb-71,5:15pm,00:24:30,7.50m,,,70,The Mind of Evil,3,Jon Pertwee,37
286,The Mind of Evil: Episode Four,Sat,20-Feb-71,5:15pm,00:24:40,7.40m,,,63,The Mind of Evil,3,Jon Pertwee,39
287,The Mind of Evil: Episode Five,Sat,27-Feb-71,5:15pm,00:23:34,7.60m,,,58,The Mind of Evil,3,Jon Pertwee,39
288,The Mind of Evil: Episode Six,Sat,06-Mar-71,5:15pm,00:24:48,7.30m,,,65,The Mind of Evil,3,Jon Pertwee,18
289,The Claws of Axos: Episode One,Sat,13-Mar-71,5:15pm,00:23:51,7.30m,,,57,The Claws of Axos,3,Jon Pertwee,38
290,The Claws of Axos: Episode Two,Sat,20-Mar-71,5:15pm,00:24:00,8.00m,,,43,The Claws of Axos,3,Jon Pertwee,29
291,The Claws of Axos: Episode Three,Sat,27-Mar-71,5:15pm,00:24:05,6.40m,,,70,The Claws of Axos,3,Jon Pertwee,38
292,The Claws of Axos: Episode Four,Sat,03-Apr-71,5:15pm,00:25:16,7.80m,,,49,The Claws of Axos,3,Jon Pertwee,32
293,Colony In Space: Episode One,Sat,10-Apr-71,6:11pm,00:24:19,7.60m,,,41,Colony In Space,3,Jon Pertwee,27
294,Colony In Space: Episode Two,Sat,17-Apr-71,6:12pm,00:22:43,8.50m,,,28,Colony In Space,3,Jon Pertwee,22
295,Colony In Space: Episode Three,Sat,24-Apr-71,6:13pm,00:24:47,9.50m,,,26,Colony In Space,3,Jon Pertwee,31
296,Colony In Space: Episode Four,Sat,01-May-71,6:12pm,00:24:20,8.10m,,,28,Colony In Space,3,Jon Pertwee,34
297,Colony In Space: Episode Five,Sat,08-May-71,6:13pm,00:25:22,8.80m,,,23,Colony In Space,3,Jon Pertwee,23
298,Colony In Space: Episode Six,Sat,15-May-71,6:12pm,00:25:22,8.70m,,,23,Colony In Space,3,Jon Pertwee,37
299,The Dæmons: Episode One,Sat,22-May-71,6:16pm,00:25:05,9.20m,,,26,Colony In Space,3,Jon Pertwee,35
300,The Dæmons: Episode Two,Sat,29-May-71,6:10pm,00:24:20,8.00m,,,23,Colony In Space,3,Jon Pertwee,38
301,The Dæmons: Episode Three,Sat,05-Jun-71,6:11pm,00:24:27,8.10m,,,34,Colony In Space,3,Jon Pertwee,45
302,The Dæmons: Episode Four,Sat,12-Jun-71,6:11pm,00:24:25,8.10m,,,24,Colony In Space,3,Jon Pertwee,36
303,The Dæmons: Episode Five,Sat,19-Jun-71,6:10pm,00:24:04,8.30m,,,17,Colony In Space,3,Jon Pertwee,55
304,Day of the Daleks: Episode One,Sat,01-Jan-72,5:52pm,00:23:36,9.80m,,,36,Day of the Daleks,3,Jon Pertwee,34
305,Day of the Daleks: Episode Two,Sat,08-Jan-72,5:53pm,00:23:52,10.40m,,,29,Day of the Daleks,3,Jon Pertwee,34
306,Day of the Daleks: Episode Three,Sat,15-Jan-72,5:50pm,00:24:18,9.10m,,,38,Day of the Daleks,3,Jon Pertwee,50
307,Day of the Daleks: Episode Four,Sat,22-Jan-72,5:51pm,00:24:17,9.10m,,,40,Day of the Daleks,3,Jon Pertwee,61
308,The Curse of Peladon: Episode One,Sat,29-Jan-72,5:51pm,00:24:32,10.30m,,,36,The Curse of Peladon,3,Jon Pertwee,20
309,The Curse of Peladon: Episode Two,Sat,05-Feb-72,5:51pm,00:24:33,11.00m,,,20,The Curse of Peladon,3,Jon Pertwee,18
310,The Curse of Peladon: Episode Three,Sat,12-Feb-72,5:53pm,00:24:21,7.80m,,,49,The Curse of Peladon,3,Jon Pertwee,20
311,The Curse of Peladon: Episode Four,Sat,19-Feb-72,5:50pm,00:24:16,8.40m,,,27,The Curse of Peladon,3,Jon Pertwee,25
312,The Sea Devils: Episode One,Sat,26-Feb-72,5:50pm,00:24:40,6.40m,,,76,The Sea Devils,3,Jon Pertwee,21
313,The Sea Devils: Episode Two,Sat,04-Mar-72,5:52pm,00:24:30,9.70m,,,26,The Sea Devils,3,Jon Pertwee,20
314,The Sea Devils: Episode Three,Sat,11-Mar-72,5:49pm,00:24:05,8.30m,,,45,The Sea Devils,3,Jon Pertwee,21
315,The Sea Devils: Episode Four,Sat,18-Mar-72,5:50pm,00:24:21,7.80m,,,40,The Sea Devils,3,Jon Pertwee,29
316,The Sea Devils: Episode Five,Sat,25-Mar-72,5:45pm,00:24:53,8.30m,,,39,The Sea Devils,3,Jon Pertwee,27
317,The Sea Devils: Episode Six,Sat,01-Apr-72,5:51pm,00:25:24,8.50m,,,47,The Sea Devils,3,Jon Pertwee,26
318,The Mutants: Episode One,Sat,08-Apr-72,5:51pm,00:24:25,9.10m,,,29,The Mutants,3,Jon Pertwee,19
319,The Mutants: Episode Two,Sat,15-Apr-72,5:51pm,00:24:24,7.80m,,,38,The Mutants,3,Jon Pertwee,15
320,The Mutants: Episode Three,Sat,22-Apr-72,5:50pm,00:24:32,7.90m,,,36,The Mutants,3,Jon Pertwee,22
321,The Mutants: Episode Four,Sat,29-Apr-72,5:49pm,00:24:00,7.50m,,,44,The Mutants,3,Jon Pertwee,21
322,The Mutants: Episode Five,Sat,06-May-72,5:51pm,00:24:37,7.90m,,,44,The Mutants,3,Jon Pertwee,22
323,The Mutants: Episode Six,Sat,13-May-72,5:52pm,00:23:43,6.50m,,,67,The Mutants,3,Jon Pertwee,20
324,The Time Monster: Episode One,Sat,20-May-72,5:50pm,00:25:04,7.60m,,,37,The Time Monster,3,Jon Pertwee,13
325,The Time Monster: Episode Two,Sat,27-May-72,5:51pm,00:25:05,7.40m,,,60,The Time Monster,3,Jon Pertwee,15
326,The Time Monster: Episode Three,Sat,03-Jun-72,5:51pm,00:23:59,8.10m,,,36,The Time Monster,3,Jon Pertwee,40
327,The Time Monster: Episode Four,Sat,10-Jun-72,5:50pm,00:23:55,7.60m,,,28,The Time Monster,3,Jon Pertwee,27
328,The Time Monster: Episode Five,Sat,17-Jun-72,5:45pm,00:24:29,6.00m,,,67,The Time Monster,3,Jon Pertwee,36
329,The Time Monster: Episode Six,Sat,24-Jun-72,5:46pm,00:24:55,7.60m,,,39,The Time Monster,3,Jon Pertwee,49
330,The Three Doctors: Episode One,Sat,30-Dec-72,5:51pm,00:24:39,9.60m,,,41,The Three Doctors,3,Jon Pertwee,27
331,The Three Doctors: Episode Two,Sat,06-Jan-73,5:51pm,00:24:18,10.80m,,,22,The Three Doctors,3,Jon Pertwee,27
332,The Three Doctors: Episode Three,Sat,13-Jan-73,5:51pm,00:24:22,8.80m,,,44,The Three Doctors,3,Jon Pertwee,17
